"","ID","StartDate","Progress","Duration (in seconds)","Consent","AQ01","AQ02","AQ03","AQ04","AQ05","AQ06","AQ07","AQ08","AQ09","AQ10","AQ11","AQ12","AQ13","AQ14","AQ15","AQ16","AQ17","AQ18","AQ19","AQ20","AQ21","AQ22","AQ23","AQ24","AQ25","AQ26","AQ27","AQ28","RPrac","RPrac_H","RPrac_T_First Click","RPrac_T_Last Click","RPrac_T_Page Submit","RPrac_T_Click Count","R01","R01_H","R01_T_First Click","R01_T_Last Click","R01_T_Page Submit","R01_T_Click Count","R02","R02_H","R02_T_First Click","R02_T_Last Click","R02_T_Page Submit","R02_T_Click Count","R03","R03_H","R03_T_First Click","R03_T_Last Click","R03_T_Page Submit","R03_T_Click Count","R04","R04_H","R04_T_First Click","R04_T_Last Click","R04_T_Page Submit","R04_T_Click Count","R05","R05_H","R05_T_First Click","R05_T_Last Click","R05_T_Page Submit","R05_T_Click Count","R06","R06_H","R06_T_First Click","R06_T_Last Click","R06_T_Page Submit","R06_T_Click Count","R07","R07_H","R07_T_First Click","R07_T_Last Click","R07_T_Page Submit","R07_T_Click Count","R08","R08_H","R08_T_First Click","R08_T_Last Click","R08_T_Page Submit","R08_T_Click Count","R09","R09_H","R09_T_First Click","R09_T_Last Click","R09_T_Page Submit","R09_T_Click Count","R10","R10_H","R10_T_First Click","R10_T_Last Click","R10_T_Page Submit","R10_T_Click Count","R11","R11_H","R11_T_First Click","R11_T_Last Click","R11_T_Page Submit","R11_T_Click Count","R12","R12_T_First Click","R12_T_Last Click","R12_T_Page Submit","R12_T_Click Count","R12_H","R13","R13_T_First Click","R13_T_Last Click","R13_T_Page Submit","R13_T_Click Count","R13_H","R14","R14_H","R14_T_First Click","R14_T_Last Click","R14_T_Page Submit","R14_T_Click Count","R15","R15_T_First Click","R15_T_Last Click","R15_T_Page Submit","R15_T_Click Count","R15_H","R16","R16_H","R16_T_First Click","R16_T_Last Click","R16_T_Page Submit","R16_T_Click Count","R17","R17_H","R17_T_First Click","R17_T_Last Click","R17_T_Page Submit","R17_T_Click Count","R18","R18_H","R18_T_First Click","R18_T_Last Click","R18_T_Page Submit","R18_T_Click Count","R19","R19_H","R19_T_First Click","R19_T_Last Click","R19_T_Page Submit","R19_T_Click Count","R20","R20_H","R20_T_First Click","R20_T_Last Click","R20_T_Page Submit","R20_T_Click Count","R21","R21_H","R21_T_First Click","R21_T_Last Click","R21_T_Page Submit","R21_T_Click Count","R22","R22_H","R22_T_First Click","R22_T_Last Click","R22_T_Page Submit","R22_T_Click Count","R23","R23_H","R23_T_First Click","R23_T_Last Click","R23_T_Page Submit","R23_T_Click Count","R24","R24_H","R24_T_First Click","R24_T_Last Click","R24_T_Page Submit","R24_T_Click Count","R25","R25_H","R25_T_First Click","R25_T_Last Click","R25_T_Page Submit","R25_T_Click Count","R26","R26_H","R26_T_First Click","R26_T_Last Click","R26_T_Page Submit","R26_T_Click Count","R27","R27_H","R27_T_First Click","R27_T_Last Click","R27_T_Page Submit","R27_T_Click Count","R28","R28_H","R28_T_First Click","R28_T_Last Click","R28_T_Page Submit","R28_T_Click Count","R29","R29_T_First Click","R29_T_Last Click","R29_T_Page Submit","R29_T_Click Count","R29_H","R30","R30_H","R30_T_First Click","R30_T_Last Click","R30_T_Page Submit","R30_T_Click Count","R31","R31_H","R31_T_First Click","R31_T_Last Click","R31_T_Page Submit","R31_T_Click Count","R32","R32_T_First Click","R32_T_Last Click","R32_T_Page Submit","R32_T_Click Count","R32_H","R33","R33_H","R33_T_First Click","R33_T_Last Click","R33_T_Page Submit","R33_T_Click Count","R34","R34_H","R34_T_First Click","R34_T_Last Click","R34_T_Page Submit","R34_T_Click Count","R35","R35_H","R35_T_First Click","R35_T_Last Click","R35_T_Page Submit","R35_T_Click Count","R36","R36_H","R36_T_First Click","R36_T_Last Click","R36_T_Page Submit","R36_T_Click Count","R_Comfort_1","TAS01","TAS02","TAS03","TAS04","TAS05","TAS06","TAS07","TAS08","TAS09","TAS10","TAS11","TAS12","TAS13","TAS14","TAS15","TAS16","TAS17","TAS18","TAS19","TAS20","Attention_1","TOM_story_timer_First Click","TOM_story_timer_Last Click","TOM_story_timer_Page Submit","TOM_story_timer_Click Count","TOM_revise","TOM_story2_timer_First Click","TOM_story2_timer_Last Click","TOM_story2_timer_Page Submit","TOM_story2_timer_Click Count","TOM01","TOM02","TOM03","TOM04","TOM05","TOM06","TOM07","TOM08","TOM09","TOM10","TOM11","TOM12","TOM13","TOM14","TOM15","TOM16","TOM_question_timer_First Click","TOM_question_timer_Last Click","TOM_question_timer_Page Submit","TOM_question_timer_Click Count","Dem_ethnicity","Dem_ethnicity_9_TEXT","Dem_age","Dem_gender","Dem_gender_4_TEXT","Dem_education","Dem_god_4","Debrief_random","Debrief_device","Debrief_device_5_TEXT","age","gender","ethnicity"
"729",729,2020-09-01 09:47:00,100,977,1,3,2,2,2,2,2,1,3,4,1,2,3,1,2,1,2,3,2,3,3,3,2,3,3,2,2,3,3,3,NA,5.736,11.115,14.214,2,2,NA,6.609,8.956,10.23,2,1,NA,4.967,9.389,11.037,3,1,NA,4.597,7.284,8.487,2,1,NA,7.492,10.314,12.584,2,1,NA,4.74,8.065,10.424,2,1,NA,5.151,7.707,9.771,2,2,NA,6.14,8.421,10.421,2,1,NA,7.879,10.77,12.717,2,4,NA,6.716,10.375,12.231,2,4,NA,3.737,6.765,8.189,2,3,NA,5.808,9.252,11.237,2,1,4.198,6.743,8.458,2,NA,1,7.213,10.082,11.811,2,NA,1,NA,5.513,7.94,9.727,2,1,6.322,9.3,11.544,2,NA,4,NA,4.999,8.633,9.786,3,3,NA,4.099,7.049,8.825,2,1,NA,5.265,8.057,9.973,2,3,NA,8.931,11.901,13.049,2,3,NA,4.298,7.031,9.599,2,2,NA,5.957,8.868,10.375,2,4,NA,7.198,9.863,12.115,2,1,NA,6.572,10.009,11.587,2,1,NA,5.546,7.817,9.623,2,1,NA,4.965,8.013,9.793,2,2,NA,4.257,7.2,9.454,2,4,NA,8.023,10.609,13.044,2,1,NA,5.853,9.002,11.96,2,1,4.567,7.34,9.9,2,NA,1,NA,3.276,6.069,7.39,2,1,NA,6.464,9.732,12.229,2,4,4.157,7.394,9.446,2,NA,1,NA,4.352,7.274,8.772,2,3,NA,4.038,6.594,8.793,2,2,NA,4.792,8.041,9.462,2,1,NA,5.348,7.916,9.725,2,3,2,4,2,4,4,2,2,2,4,4,4,4,4,2,4,4,4,4,4,4,0,34.057,54.485,56.622,2,NA,0,0,9.407,0,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,11.479,99.179,100.378,24,2,NA,63,2,NA,3,100,2,2,NA,63,1,1
"730",730,2020-09-01 09:47:48,100,2103,1,1,1,1,1,1,1,4,2,1,4,4,3,1,4,4,1,4,4,1,3,1,4,4,1,4,2,1,1,1,NA,17.87,17.87,20.059,1,1,NA,11.627,11.627,22.871,1,1,NA,3.301,3.301,9.459,1,2,NA,31.934,33.014,33.455,2,1,NA,9.251,9.251,10.617,1,1,NA,8.042,9.138,10.947,2,2,NA,92.751,92.751,94.552,1,1,NA,5.951,5.951,7.484,1,1,NA,119.109,119.109,120.613,1,4,NA,9.029,9.029,10.338,1,2,NA,297.394,297.394,298.649,1,1,NA,2.901,4.497,7.715,2,1,14.835,14.835,16.215,1,NA,1,8.805,8.805,10.762,1,NA,1,NA,12.666,12.666,14.11,1,1,10.437,10.437,11.619,1,NA,3,NA,16.193,16.193,18.273,1,1,NA,3.964,3.964,4.877,1,1,NA,15.274,16.369,21.589,2,4,NA,9.937,9.937,11.052,1,1,NA,8.819,8.819,10.073,1,2,NA,12.363,12.363,13.576,1,1,NA,9.55,9.55,10.625,1,1,NA,6.433,6.433,7.667,1,3,NA,8.58,8.58,9.681,1,4,NA,8.431,14.883,16.88,2,1,NA,3.038,3.038,3.953,1,3,NA,7.233,7.233,8.799,1,3,NA,21.112,21.112,22.058,1,1,8.041,8.041,8.966,1,NA,3,NA,4.355,4.355,8.666,1,1,NA,6.972,6.972,8.159,1,4,5.478,5.478,6.514,1,NA,4,NA,4.327,16.464,17.458,2,2,NA,9.033,9.033,10.399,1,1,NA,4.066,4.066,7.46,1,1,NA,5.498,5.498,6.783,1,2,1,5,5,1,3,1,5,1,1,3,4,1,3,4,5,3,5,4,1,5,0,0,0,114.277,0,NA,0,0,16.462,0,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,23.17,228.84,229.985,16,2,NA,72,2,NA,6,0,2,1,NA,72,1,1
"731",731,2020-09-01 10:10:07,100,1234,1,2,3,1,2,2,1,2,1,2,2,1,1,4,4,4,2,1,1,1,1,1,2,4,1,4,3,1,1,2,NA,16.254,19.042,22.719,2,1,NA,6.301,7.768,7.813,2,4,NA,7.633,7.633,9.068,1,4,NA,14.974,14.974,16.467,1,1,NA,7.022,7.022,8.696,1,3,NA,5.452,5.452,6.588,1,2,NA,6.011,6.011,7.626,1,3,NA,11.289,11.289,12.761,1,1,NA,7.057,7.057,8.674,1,2,NA,8.713,8.713,10.035,1,1,NA,7.313,7.313,8.679,1,4,NA,13.436,13.436,14.826,1,1,8.696,8.696,10.173,1,NA,1,9.775,9.775,11.375,1,NA,1,NA,7.925,7.925,9.123,1,1,10.571,10.571,11.893,1,NA,1,NA,21.405,21.405,23.306,1,1,NA,8.147,8.147,9.984,1,4,NA,10.701,31.909,33.63,4,4,NA,9.898,9.898,11.903,1,1,NA,6.369,6.369,7.535,1,3,NA,9.704,9.704,11.269,1,1,NA,5.985,5.985,7.365,1,1,NA,14.021,14.021,15.269,1,4,NA,9.933,9.933,11.131,1,4,NA,6.969,6.969,8.678,1,4,NA,8.808,8.808,10.162,1,1,NA,7.776,7.776,9.211,1,1,NA,9.342,10.111,11.684,2,2,7.036,7.817,9.149,2,NA,1,NA,5.441,5.441,6.809,1,1,NA,9.326,9.326,12.618,1,1,9.832,9.832,10.948,1,NA,1,NA,6.194,6.194,7.875,1,1,NA,11.256,11.256,12.975,1,1,NA,7.826,7.826,9.023,1,1,NA,4.552,5.838,5.881,2,8,1,1,1,5,4,1,1,2,1,4,2,1,1,1,3,3,2,5,4,5,0,0,0,49.582,0,NA,0,0,7.408,0,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,11.371,144.851,146.229,29,2,NA,87,2,NA,6,11,1,3,NA,87,1,1
"732",732,2020-09-01 10:14:35,100,1131,1,2,1,2,3,4,3,4,4,3,4,4,2,2,2,2,4,2,4,4,3,2,3,2,3,3,2,3,3,3,NA,9.147,15.182,17.242,4,1,NA,7.043,9.386,10.5,2,4,NA,6.178,8.833,10.154,2,1,NA,5.637,8.54,10.15,3,1,NA,9.162,11.589,12.761,2,1,NA,5.503,7.938,9.778,2,1,NA,5.088,7.709,9.542,2,2,NA,7.248,9.474,11.685,2,1,NA,5.397,7.563,8.898,2,1,NA,8.131,10.834,12.492,2,2,NA,6.37,8.834,10.705,2,1,NA,15.084,18.211,20.079,2,2,5.377,8.276,9.701,2,NA,1,8.101,10.791,12.58,2,NA,4,NA,7.219,9.493,11.152,2,2,6.811,9.565,11.387,2,NA,1,NA,6.02,8.158,9.3,2,3,NA,6.192,8.339,9.712,2,3,NA,7.209,9.861,11.141,2,1,NA,7.553,9.857,11.172,2,1,NA,5.322,9.453,11.341,2,1,NA,4.781,7.363,8.811,2,1,NA,8.243,10.318,11.7,2,1,NA,8.262,10.973,12.111,2,1,NA,7.054,9.24,11.029,2,1,NA,3.538,6.284,7.873,2,3,NA,7.006,9.45,10.69,2,4,NA,5.011,12.879,14.235,4,2,NA,6.404,9.086,10.287,2,1,6.624,9.158,10.3,2,NA,1,NA,0.245,9.461,11.958,4,1,NA,3.806,7.787,9.401,3,1,9.009,12.48,13.691,2,NA,1,NA,7.492,10.646,12.065,2,3,NA,8.392,10.926,12.244,2,2,NA,6.808,9.275,10.489,2,1,NA,9.341,11.746,13.237,2,9,1,2,2,4,3,3,3,4,4,4,3,3,1,1,3,4,4,4,3,4,0,54.812,58.804,63.259,3,NA,0,0,8.165,0,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,5.765,126.993,128.683,31,2,NA,80,2,NA,2,0,1,2,NA,80,1,1
"733",733,2020-09-01 10:27:45,100,1027,1,4,2,4,3,4,4,3,4,4,2,4,3,4,1,2,4,1,1,2,1,1,4,1,4,4,4,4,4,3,NA,8.579,8.579,11.301,1,4,NA,8.93,8.93,10.753,1,1,NA,3.708,3.708,6.811,1,1,NA,5.425,5.425,7.85,1,1,NA,5.351,5.351,7.706,1,1,NA,4.649,4.649,6.894,1,1,NA,4.713,4.713,6.767,1,1,NA,6.859,6.859,8.618,1,1,NA,8.08,8.08,10.262,1,1,NA,7.046,7.046,9.388,1,1,NA,11.487,11.487,12.849,1,1,NA,4.266,4.266,6.241,1,1,3.859,3.859,9.289,1,NA,1,4.478,4.478,6.738,1,NA,2,NA,5.174,5.174,6.782,1,1,6.365,6.365,8.371,1,NA,4,NA,5.622,7.722,8.197,2,1,NA,8.44,8.44,10.763,1,1,NA,4.419,4.419,7.447,1,1,NA,5.634,5.634,7.55,1,1,NA,3.826,3.826,6.408,1,1,NA,4.669,4.669,6.421,1,1,NA,5.596,5.596,7.887,1,4,NA,7.754,7.754,9.85,1,1,NA,6.362,6.362,9.212,1,3,NA,10.234,10.234,11.797,1,4,NA,7.862,7.862,9.646,1,1,NA,6.076,6.076,8.09,1,2,NA,5.575,5.575,7.668,1,1,4.989,4.989,7.126,1,NA,1,NA,9.156,9.156,11.162,1,4,NA,11.276,11.276,13.585,1,1,7.34,7.34,9.419,1,NA,1,NA,4.769,4.769,6.976,1,1,NA,7.144,9.992,10.688,2,4,NA,6.347,6.347,8.418,1,1,NA,2.946,2.946,5.54,1,10,1,3,4,1,1,1,1,5,4,2,4,3,5,1,3,5,5,2,1,5,0,0,0,86.215,0,NA,0,0,8.703,0,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,9.86,115.421,116.626,16,2,NA,65,2,NA,2,100,2,2,NA,65,1,1
"734",734,2020-09-01 10:41:25,100,877,1,3,3,1,2,1,2,3,2,3,2,1,3,4,4,2,2,2,2,2,1,2,2,4,2,3,2,1,3,3,NA,2.286,10.072,12.193,3,1,NA,5.257,5.257,6.186,1,1,NA,5.675,8.259,9.343,3,1,NA,6.757,6.757,9.656,1,1,NA,2.541,2.541,3.378,1,2,NA,4.697,4.697,5.3,1,1,NA,3.713,3.713,4.864,1,4,NA,3.901,5.01,7.776,2,1,NA,2.656,2.656,5.436,1,1,NA,4.522,4.522,5.293,1,3,NA,4.392,4.392,5.16,1,3,NA,7.24,7.24,9.335,1,2,4.836,4.836,5.754,1,NA,1,2.422,2.422,3.209,1,NA,1,NA,5.435,5.435,6.546,1,1,2.075,2.075,3.001,1,NA,1,NA,2.539,2.539,3.946,1,3,NA,15.808,17.08,17.772,2,1,NA,2.773,7.812,8.489,3,1,NA,3.924,4.067,4.767,2,1,NA,4.382,5.422,7.287,2,2,NA,6.818,6.818,7.772,1,1,NA,3.522,3.522,4.699,1,1,NA,4.657,4.657,5.6,1,1,NA,5.797,5.797,6.556,1,1,NA,5.402,5.402,7.384,1,3,NA,3.32,3.32,4.373,1,1,NA,3.52,3.52,4.8,1,1,NA,4.125,4.125,5.198,1,1,4.74,4.74,5.795,1,NA,1,NA,2.501,3.45,3.986,2,3,NA,6.7,6.7,7.763,1,1,3.829,3.829,4.802,1,NA,1,NA,4.609,4.609,6.186,1,1,NA,6.031,6.031,7.152,1,1,NA,17.328,17.328,18.402,1,1,NA,4.829,4.829,6.258,1,9,2,2,3,4,5,1,2,2,2,5,2,4,2,2,3,2,2,5,5,2,0,5.312,5.312,76.738,1,NA,0,0,4.802,0,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,21.09,146.093,147.278,33,2,NA,39,2,NA,2,10,2,2,NA,39,1,1
"735",735,2020-09-01 10:42:44,100,985,1,2,2,2,2,2,3,2,1,2,4,3,3,3,2,3,2,3,1,1,2,2,2,3,2,3,2,2,2,3,NA,11.618,13.353,18.882,2,2,NA,5.12,5.944,6.763,2,2,NA,5.9,6.676,7.556,2,1,NA,2.777,5.201,6.443,2,1,NA,4.734,5.662,6.681,2,1,NA,2.08,3.024,3.89,2,1,NA,4.196,5.244,6.486,2,1,NA,2.004,2.933,3.908,2,2,NA,5.46,6.443,7.451,2,1,NA,4.162,5.274,6.404,2,1,NA,3.831,4.919,6.358,2,1,NA,6.28,7.624,8.768,2,4,5.269,6.221,7.237,2,NA,1,5.434,6.394,7.45,2,NA,1,NA,5.765,6.773,7.704,2,3,9.194,10.235,11.123,2,NA,1,NA,4.175,5.103,6.31,2,1,NA,2.869,3.773,4.679,2,1,NA,5.174,6.798,8.128,2,1,NA,5.471,6.775,7.84,2,2,NA,6.258,7.434,8.492,2,1,NA,7.417,8.609,9.577,2,1,NA,2.44,3.312,4.667,2,1,NA,3.838,4.83,5.601,2,1,NA,4.377,5.665,6.81,2,1,NA,2.172,2.931,3.917,2,2,NA,6.013,6.989,9.221,2,1,NA,5.704,6.763,7.97,2,2,NA,3.964,5.028,6.064,2,1,4.776,5.824,6.933,2,NA,1,NA,4.082,5.051,6.123,2,1,NA,7.892,8.988,10.021,2,4,2.229,3.533,4.775,2,NA,3,NA,4.251,5.083,6.104,2,3,NA,9.013,9.941,11.008,2,4,NA,5.819,6.931,7.852,2,3,NA,6.974,7.934,9.001,2,10,2,2,5,4,4,2,2,3,3,5,1,2,4,3,4,4,4,4,4,1,0,7.383,56.047,69.857,2,NA,0,0,10.715,0,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,9.866,102.298,103,22,2,NA,60,2,NA,4,92,1,2,NA,66,1,1
"736",736,2020-09-01 10:51:32,100,698,1,3,2,1,2,2,3,2,3,3,3,1,4,2,3,3,2,3,3,3,3,4,1,2,3,2,2,3,2,3,NA,4.169,4.169,5.231,1,1,NA,5.652,5.652,6.494,1,4,NA,0.732,0.732,1.648,1,3,NA,0.964,0.964,2.07,1,2,NA,0.664,0.664,1.613,1,2,NA,0.681,1.052,1.777,2,3,NA,0.747,1.75,2.186,3,1,NA,0.9,0.9,2.056,1,1,NA,2.325,2.325,3.215,1,1,NA,0.815,0.815,1.727,1,1,NA,1.459,1.459,2.379,1,1,NA,4.128,4.128,5.114,1,2,0.828,0.828,1.801,1,NA,1,0.857,0.857,2.049,1,NA,2,NA,0.695,0.695,1.411,1,1,0.793,0.793,1.737,1,NA,2,NA,0.625,0.625,1.685,1,3,NA,1.747,1.747,2.597,1,3,NA,2.43,2.43,3.531,1,1,NA,1.488,1.488,2.191,1,3,NA,2.121,2.121,2.888,1,1,NA,0.846,1.993,2.885,2,1,NA,2.289,2.289,3.442,1,4,NA,3.163,3.163,4.183,1,4,NA,0.892,0.892,1.83,1,3,NA,0.956,0.956,1.971,1,3,NA,0.858,0.858,1.846,1,4,NA,1.685,1.685,2.542,1,1,NA,1.018,1.018,2.15,1,2,0.755,0.755,1.61,1,NA,4,NA,0.77,0.77,1.706,1,1,NA,5.46,5.46,6.565,1,4,1.032,1.032,2.043,1,NA,4,NA,1.928,1.928,2.823,1,2,NA,1.845,1.845,2.75,1,2,NA,175.916,175.916,176.995,1,1,NA,1.937,1.937,2.862,1,2,2,1,1,4,4,2,1,2,2,4,2,2,1,2,4,3,4,3,4,1,0,0,0,24.693,0,NA,0,0,4.99,0,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,8.739,86.901,87.936,16,2,NA,51,2,NA,5,0,1,1,NA,51,1,1
"737",737,2020-09-01 11:07:57,100,405,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,NA,13.127,13.127,14.328,1,1,NA,1.417,1.979,3.416,2,3,NA,1.332,2.283,3.524,2,3,NA,1.31,1.31,3.31,1,3,NA,1.208,1.208,3.077,1,2,NA,1.706,1.706,2.882,1,3,NA,1.537,1.537,3.209,1,2,NA,1.421,4.308,5.217,3,4,NA,1.224,2.955,5.48,2,3,NA,1.476,1.476,3.058,1,3,NA,1.298,1.298,3.386,1,3,NA,1.347,1.347,3.396,1,4,1.395,1.395,2.865,1,NA,4,1.178,1.178,2.609,1,NA,1,NA,1.448,1.448,3.552,1,4,1.682,1.682,2.953,1,NA,1,NA,1.384,2.688,3.431,2,2,NA,2.235,2.235,3.465,1,1,NA,4.774,6.591,8.911,2,2,NA,1.02,1.644,3.425,2,3,NA,1.548,1.548,3.131,1,1,NA,1.835,1.835,4.043,1,3,NA,1.695,1.695,3.19,1,2,NA,1.462,1.462,3.095,1,4,NA,1.907,1.907,3.793,1,2,NA,1.515,1.515,3.193,1,4,NA,1.417,3.345,4.177,2,4,NA,2.174,2.174,3.42,1,4,NA,1.557,3.82,5.621,2,2,1.179,1.179,2.651,1,NA,3,NA,1.912,1.912,3.374,1,2,NA,1.683,2.987,3.746,2,1,0.972,2.22,3.977,2,NA,3,NA,3.124,4.764,6.722,2,1,NA,1.707,1.707,3.239,1,4,NA,1.285,1.285,2.798,1,4,NA,1.451,3.147,4.938,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3.564,0,NA,0,0,2.895,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.778,35.763,37.372,21,2,NA,64,2,NA,6,0,2,1,NA,65,1,1
"738",738,2020-09-01 10:41:38,100,2132,1,4,1,1,1,1,1,4,2,1,1,1,1,2,4,1,1,1,1,1,4,1,1,1,1,2,4,1,4,3,NA,6.926,6.926,9.379,1,4,NA,1.738,1.738,2.552,1,1,NA,3.995,3.995,4.995,1,4,NA,5.611,5.611,6.597,1,4,NA,12.232,12.232,13.253,1,2,NA,1.729,1.729,3.033,1,3,NA,5.189,5.189,6.313,1,1,NA,1.481,1.481,2.201,1,1,NA,3.507,3.507,4.567,1,2,NA,1.362,1.362,2.164,1,3,NA,3.292,3.292,4.341,1,1,NA,30.731,30.731,31.796,1,3,1.567,1.567,2.455,1,NA,1,3.77,3.77,4.671,1,NA,4,NA,1.52,1.52,2.388,1,1,3.596,3.596,4.556,1,NA,4,NA,2.165,2.165,3.157,1,2,NA,7.014,7.014,7.808,1,4,NA,2.5,2.5,3.362,1,1,NA,5.789,5.789,6.708,1,1,NA,3.274,3.274,4.49,1,1,NA,4.03,4.03,5.104,1,2,NA,1.7,1.7,2.451,1,1,NA,2.657,2.657,3.827,1,1,NA,357.352,357.352,358.311,1,4,NA,3.912,3.912,4.86,1,1,NA,283.296,283.296,284.181,1,3,NA,39.732,39.732,40.765,1,1,NA,5.529,5.529,6.452,1,1,4.17,4.17,5.036,1,NA,3,NA,5.934,5.934,6.942,1,1,NA,5.134,5.134,6.23,1,1,5.408,5.408,6.996,1,NA,1,NA,2.586,2.586,3.627,1,1,NA,6.849,6.849,7.794,1,3,NA,2.931,2.931,3.917,1,1,NA,6.397,6.397,7.271,1,10,1,2,3,3,5,3,3,2,3,3,3,3,3,1,2,1,4,5,2,1,0,0,0,62.158,0,NA,0,0,3.522,0,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,6.194,92.785,93.788,16,2,NA,63,2,NA,6,0,1,1,NA,63,1,1
"739",739,2020-09-01 11:04:58,100,1071,1,2,3,2,2,3,3,3,2,1,3,4,3,3,4,3,3,1,1,2,1,1,2,3,1,4,3,1,2,3,NA,7.702,7.702,13.48,1,1,NA,6.06,6.06,8.476,1,4,NA,6.008,6.855,13.231,2,1,NA,7.116,10.003,11.206,2,1,NA,3.306,3.306,5.716,1,2,NA,5.786,5.786,9.211,1,1,NA,6.611,6.611,8.611,1,1,NA,6.745,6.745,9.906,1,1,NA,4.57,4.57,9.796,1,1,NA,3.75,3.75,6.145,1,1,NA,7.542,7.542,11.056,1,4,1,7.42,23.188,34.135,2,1,5.957,5.957,8.775,1,NA,4,5.589,7.989,8.782,2,NA,1,NA,6.037,6.037,8.551,1,1,8.54,8.54,10.268,1,NA,1,NA,6.631,6.631,9.761,1,2,NA,14.382,17.582,18.768,2,1,NA,6.952,6.952,9.479,1,1,NA,8.513,10.249,13.155,2,1,NA,6.259,6.259,8.676,1,1,NA,10.706,10.706,13.223,1,1,NA,7.34,7.34,11.582,1,1,NA,6.552,6.552,9.37,1,1,NA,5.527,5.527,10.211,1,1,NA,4.641,4.641,7.42,1,2,NA,5.896,5.896,10.437,1,3,NA,13.922,13.922,16.703,1,1,NA,6.413,6.413,10.84,1,1,7.045,7.045,9.797,1,NA,1,NA,2.769,2.769,6.619,1,1,NA,5.423,5.423,7.24,1,1,7.769,7.769,10.668,1,NA,1,NA,4.438,4.438,7.418,1,1,NA,5.773,5.773,9.191,1,1,NA,12.785,12.785,15.681,1,1,NA,5.376,5.376,7.61,1,10,1,1,1,5,5,1,1,1,1,5,1,1,1,1,5,5,1,5,5,5,0,0,0,91.03,0,NA,0,0,13.147,0,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,8.577,174.001,175.353,18,2,NA,59,2,NA,3,0,2,2,NA,59,1,1
"740",740,2020-09-01 10:45:42,100,2242,1,2,4,2,1,1,1,2,4,4,3,2,3,2,3,4,3,3,3,2,3,2,2,3,3,3,1,2,1,3,NA,8.403,8.403,14.783,1,1,NA,5.308,5.308,7.084,1,1,NA,4.928,4.928,12.413,1,1,NA,3.499,3.499,8.016,1,3,NA,8.804,8.804,10.19,1,1,NA,6.304,6.304,11.3,1,3,NA,7.788,7.788,9.287,1,4,NA,6.392,6.392,8.657,1,1,NA,4.966,8.301,10.488,2,1,NA,6.077,6.077,8.284,1,1,NA,6.609,6.609,8.817,1,1,NA,24.905,24.905,26.66,1,1,7.009,7.009,8.834,1,NA,1,6.449,6.449,8.129,1,NA,1,NA,5.677,5.677,8.367,1,1,4.87,4.87,6.509,1,NA,1,NA,10.875,10.875,14.672,1,1,NA,10.263,10.263,11.541,1,1,NA,7.282,7.282,8.829,1,4,NA,39.83,39.83,42.149,1,1,NA,6.126,6.126,7.755,1,1,NA,6.194,6.194,9.456,1,1,NA,7.797,7.797,9.329,1,1,NA,5.91,5.91,8.271,1,4,NA,7.718,7.718,9.654,1,1,NA,2.893,2.893,5.443,1,1,NA,4.278,4.278,6.028,1,1,NA,5.42,5.42,6.801,1,1,NA,5.404,5.404,7.377,1,2,8.769,8.769,10.228,1,NA,1,NA,3.712,3.712,6.425,1,3,NA,7.003,7.003,10.307,1,1,4.198,4.198,6.201,1,NA,1,NA,5.013,5.013,6.447,1,1,NA,12.273,12.273,14.594,1,3,NA,6.742,6.742,8.044,1,1,NA,5.522,5.522,7.263,1,8,1,4,1,4,4,4,4,2,1,5,1,4,1,1,1,2,5,5,4,1,0,0,0,1069.2,0,8,11.328,11.328,33.546,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,11.107,209.617,210.898,18,2,NA,67,2,NA,3,80,2,2,NA,67,1,1
